         234878 function calls (229087 primitive calls) in 0.521 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 _parser.py:315(_convert)
       22    0.000    0.000    0.000    0.000 contextlib.py:129(contextmanager)
       20    0.000    0.000    0.000    0.000 sre_parse.py:266(getuntil)
        3    0.000    0.000    0.001    0.000 argparse.py:1222(__init__)
       75    0.000    0.000    0.000    0.000 typing.py:342(_type_vars)
    50/46    0.000    0.000    0.000    0.000 typing.py:553(_replace_arg)
        1    0.000    0.000    0.001    0.001 stata.py:11(<module>)
      343    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:669(create_module)
        1    0.000    0.000    0.005    0.005 categorical.py:3(<module>)
       36    0.000    0.000    0.000    0.000 accessor.py:86(_create_delegator_method)
       56    0.000    0.000    0.000    0.000 base.py:128(_make_arithmetic_op)
        1    0.000    0.000    0.001    0.001 series.py:39(SparseSeries)
       21    0.000    0.000    0.000    0.000 os.py:664(__getitem__)
        1    0.000    0.000    0.003    0.003 __init__.py:24(<module>)
        1    0.000    0.000    0.002    0.002 parse.py:28(<module>)
        8    0.000    0.000    0.001    0.000 base.py:4839(_make_logical_function)
        5    0.000    0.000    0.006    0.001 ops.py:927(add_flex_arithmetic_methods)
        1    0.000    0.000    0.001    0.001 sorting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetimes.py:175(DatetimeIndex)
        1    0.000    0.000    0.001    0.001 window.py:1713(Expanding)
        1    0.000    0.000    0.000    0.000 merge.py:3(<module>)
       51    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:99(_path_isdir)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
       57    0.000    0.000    0.000    0.000 __init__.py:19(__new__)
       80    0.000    0.000    0.000    0.000 typing.py:1039(_abc_negative_cache_version)
        1    0.000    0.000    0.000    0.000 categorical.py:170(Categorical)
       30    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.000    0.000 version.py:307(parse)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
      166    0.000    0.000    0.000    0.000 sre_parse.py:167(__setitem__)
        1    0.000    0.000    0.006    0.006 index_tricks.py:1(<module>)
      118    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       80    0.000    0.000    0.000    0.000 ops.py:249(_get_frame_op_default_axis)
       16    0.000    0.000    0.000    0.000 enum.py:114(__prepare__)
       10    0.000    0.000    0.001    0.000 enum.py:765(_create_pseudo_member_)
        1    0.000    0.000    0.000    0.000 numerictypes.py:285(_add_types)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
    36/34    0.000    0.000    0.000    0.000 typing.py:1083(_subs_tree)
        1    0.000    0.000    0.001    0.001 panel.py:107(Panel)
        1    0.000    0.000    0.004    0.004 frame.py:4(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:120(<listcomp>)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
       44    0.000    0.000    0.001    0.000 core.py:149(get_object_signature)
      144    0.000    0.000    0.000    0.000 __init__.py:422(<genexpr>)
        2    0.000    0.000    0.019    0.010 __init__.py:45(<module>)
        1    0.000    0.000    0.000    0.000 imp.py:7(<module>)
       13    0.000    0.000    0.000    0.000 nanops.py:60(__init__)
        1    0.000    0.000    0.002    0.002 groupby.py:3409(SeriesGroupBy)
       14    0.000    0.000    0.000    0.000 ops.py:1687(_flex_method_PANEL)
        1    0.000    0.000    0.001    0.001 category.py:1(<module>)
        3    0.000    0.000    0.000    0.000 generic.py:236(_setup_axes)
       12    0.000    0.000    0.001    0.000 generic.py:9636(_make_cum_function)
        1    0.000    0.000    0.009    0.009 reshape.py:3(<module>)
      153    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        1    0.000    0.000    0.005    0.005 pathlib.py:1(<module>)
        1    0.000    0.000    0.024    0.024 client.py:69(<module>)
       53    0.000    0.000    0.000    0.000 typing.py:1047(_get_type_vars)
      158    0.000    0.000    0.000    0.000 _decorators.py:241(__init__)
        1    0.000    0.000    0.003    0.003 panel.py:3(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:2(<module>)
      138    0.000    0.000    0.000    0.000 expr.py:147(<genexpr>)
       42    0.000    0.000    0.000    0.000 _weakrefset.py:58(__iter__)
        1    0.000    0.000    0.521    0.521 pharmacy_counting.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:332(<dictcomp>)
        1    0.000    0.000    0.000    0.000 offsets.py:2335(Day)
        6    0.000    0.000    0.000    0.000 gettext.py:205(_expand_lang)
        1    0.000    0.000    0.073    0.073 type_check.py:3(<module>)
        3    0.000    0.000    0.001    0.000 argparse.py:1303(add_argument)
        1    0.000    0.000    0.002    0.002 npyio.py:1(<module>)
       59    0.000    0.000    0.000    0.000 typing.py:866(_make_subclasshook)
        1    0.000    0.000    0.000    0.000 base.py:174(SelectionMixin)
        1    0.000    0.000    0.053    0.053 api.py:1(<module>)
        1    0.000    0.000    0.001    0.001 multi.py:3(<module>)
        1    0.000    0.000    0.007    0.007 interval.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:5(<module>)
       72    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.002    0.002 base.py:3(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
       33    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.013    0.013 _internal.py:6(<module>)
       62    0.000    0.000    0.000    0.000 _inspect.py:146(<lambda>)
       67    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       51    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        1    0.000    0.000    0.000    0.000 interval.py:135(IntervalIndex)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pivot.py:4(<module>)
       82    0.000    0.000    0.000    0.000 enum.py:820(_high_bit)
       23    0.000    0.000    0.000    0.000 numerictypes.py:216(_evalname)
       14    0.000    0.000    0.000    0.000 getlimits.py:532(max)
        1    0.000    0.000    0.007    0.007 __init__.py:88(<module>)
        2    0.000    0.000    0.000    0.000 lazy.py:139(__new__)
        1    0.000    0.000    0.006    0.006 dist.py:5(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
       86    0.000    0.000    0.000    0.000 typing.py:518(_get_type_vars)
        1    0.000    0.000    0.001    0.001 base.py:698(IndexOpsMixin)
        1    0.000    0.000    0.001    0.001 period.py:2(<module>)
        1    0.000    0.000    0.001    0.001 accessors.py:3(<module>)
        1    0.000    0.000    0.002    0.002 json.py:2(<module>)
      372    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
        3    0.000    0.000    0.012    0.004 __init__.py:3(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
      166    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
        2    0.000    0.000    0.008    0.004 generic.py:8891(_add_series_or_dataframe_operations)
      183    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       27    0.000    0.000    0.000    0.000 os.py:742(encode)
        1    0.000    0.000    0.002    0.002 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:26(<module>)
        2    0.000    0.000    0.000    0.000 core.py:2928(__array_finalize__)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
       68    0.000    0.000    0.000    0.000 ipaddress.py:1251(__init__)
        2    0.000    0.000    0.000    0.000 _decorators.py:184(decorate)
       12    0.000    0.000    0.000    0.000 ops.py:1566(_flex_comp_method_FRAME)
        1    0.000    0.000    0.002    0.002 array.py:3(<module>)
        1    0.000    0.000    0.006    0.006 window.py:7(<module>)
       14    0.000    0.000    0.000    0.000 expr.py:150(_filter_nodes)
      112    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 pathlib.py:107(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.039    0.039 __init__.py:7(<module>)
        3    0.000    0.000    0.000    0.000 argparse.py:157(__init__)
        1    0.000    0.000    0.001    0.001 argparse.py:1600(__init__)
       27    0.000    0.000    0.000    0.000 core.py:917(__init__)
       19    0.000    0.000    0.000    0.000 inspect.py:2434(__init__)
      211    0.000    0.000    0.000    0.000 typing.py:975(<genexpr>)
        3    0.000    0.000    0.001    0.000 _decorators.py:10(deprecate)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.001    0.001 fancy_getopt.py:9(<module>)
        9    0.000    0.000    0.000    0.000 typing.py:498(__init__)
       96    0.000    0.000    0.000    0.000 ops.py:162(make_invalid_op)
        1    0.000    0.000    0.001    0.001 datetimelike.py:4(<module>)
       25    0.000    0.000    0.000    0.000 {built-in method builtins.next}
       16    0.000    0.000    0.000    0.000 enum.py:65(__init__)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.001    0.001 sysconfig.py:10(<module>)
      132    0.000    0.000    0.000    0.000 six.py:88(__init__)
       32    0.000    0.000    0.000    0.000 nanops.py:62(<genexpr>)
       16    0.000    0.000    0.000    0.000 offsets.py:59(apply_wraps)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.dumps}
       15    0.000    0.000    0.000    0.000 abc.py:151(register)
        1    0.000    0.000    0.000    0.000 numeric.py:2923(<listcomp>)
        2    0.000    0.000    0.000    0.000 inspect.py:2713(__init__)
        1    0.000    0.000    0.003    0.003 config.py:49(<module>)
        1    0.000    0.000    0.000    0.000 common.py:3(<module>)
        9    0.000    0.000    0.000    0.000 generic.py:9616(_make_stat_function_ddof)
        1    0.000    0.000    0.000    0.000 melt.py:3(<module>)
        1    0.000    0.000    0.003    0.003 pytables.py:1(<module>)
        1    0.000    0.000    0.001    0.001 html.py:4(<module>)
      198    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
      134    0.000    0.000    0.000    0.000 enum.py:628(<lambda>)
        8    0.000    0.000    0.000    0.000 locale.py:379(normalize)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       14    0.000    0.000    0.000    0.000 __init__.py:139(_check_size)
        1    0.000    0.000    0.000    0.000 linecache.py:82(updatecache)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.001    0.001 generic.py:1(<module>)
        1    0.000    0.000    0.000    0.000 accessor.py:7(<module>)
       15    0.000    0.000    0.000    0.000 ops.py:996(_arith_method_SERIES)
        1    0.000    0.000    0.000    0.000 timedeltas.py:1(<module>)
        6    0.000    0.000    0.000    0.000 generic.py:9671(_make_logical_function)
      199    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
       40    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       78    0.000    0.000    0.000    0.000 _internal.py:726(<genexpr>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:340(_add_integer_aliases)
       30    0.000    0.000    0.000    0.000 getlimits.py:70(<lambda>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
        1    0.000    0.000    0.007    0.007 case.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1735(_parse_hextet)
        1    0.000    0.000    0.005    0.005 _parser.py:30(<module>)
        6    0.000    0.000    0.000    0.000 nanops.py:95(__call__)
        1    0.000    0.000    0.000    0.000 groupby.py:563(_GroupBy)
        1    0.000    0.000    0.001    0.001 groupby.py:4586(DataFrameGroupBy)
        1    0.000    0.000    0.000    0.000 frequencies.py:2(<module>)
       12    0.000    0.000    0.000    0.000 ops.py:1604(_comp_method_FRAME)
        1    0.000    0.000    0.000    0.000 timedeltas.py:99(TimedeltaIndex)
        1    0.000    0.000    0.000    0.000 scope.py:3(<module>)
        1    0.000    0.000    0.000    0.000 expr.py:252(f)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
        1    0.000    0.000    0.000    0.000 numerictypes.py:766(_construct_lookups)
        7    0.000    0.000    0.000    0.000 numeric.py:2592(geterr)
       34    0.000    0.000    0.000    0.000 argparse.py:1274(register)
        1    0.000    0.000    0.007    0.007 tempfile.py:24(<module>)
        1    0.000    0.000    0.004    0.004 hashlib.py:54(<module>)
        3    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.002    0.002 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:493(StringConverter)
       26    0.000    0.000    0.001    0.000 core.py:6553(__init__)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:607(__init__)
        1    0.000    0.000    0.000    0.000 base.py:16(ExtensionArray)
        1    0.000    0.000    0.001    0.001 indexing.py:2(<module>)
        7    0.000    0.000    0.000    0.000 numeric.py:2491(seterr)
        1    0.000    0.000    0.000    0.000 pickle.py:986(_Unpickler)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:448(open)
        1    0.000    0.000    0.000    0.000 argparse.py:1771(_parse_known_args)
        1    0.000    0.000    0.004    0.004 __init__.py:15(<module>)
        1    0.000    0.000    0.001    0.001 polynomial.py:56(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:59(<module>)
        2    0.000    0.000    0.000    0.000 lazy.py:84(__new__)
